order_id,merchant_id,account_age_days,past_orders,return_rate_hist,refund_to_keep_count,bracketing_score,claim_text_susp,image_ai_artifact_score,weight_mismatch_kg,shared_identifier_flag,carrier_scan_gap,days_to_claim,order_value,category,is_abuse
ORD100257,M002,7,6,0.459,1,0.607,0.581,0.148,0.132,0,0,0.38,1709.06,electronics,0
ORD100258,M001,650,6,0.333,0,0.204,0.076,0.021,0.043,0,0,1.87,1547.96,home,0
ORD100259,M002,388,9,0.191,1,0.422,0.121,0.295,0.081,0,0,2.43,583.97,footwear,0
ORD100260,M002,189,7,0.183,0,0.281,0.153,0.07,0.056,0,0,14.75,425.63,apparel,0
ORD100261,M001,757,10,0.203,0,0.357,0.161,0.069,0.024,0,0,0.36,1083.79,apparel,0
ORD100262,M001,507,6,0.144,0,0.185,0.412,0.142,0.026,0,1,3.84,2225.02,electronics,0
ORD100263,M003,333,9,0.229,0,0.121,0.143,0.11,0.034,0,0,1.76,922.85,footwear,0
ORD100264,M001,139,8,0.136,0,0.176,0.376,0.078,0.007,0,0,1.44,2013.06,beauty,0
ORD100265,M001,2,10,0.413,2,0.174,0.55,0.273,0.027,1,0,4.63,1559.3,apparel,1
ORD100266,M002,111,6,0.406,1,0.516,0.331,0.431,0.016,0,0,3.86,1022.67,footwear,1
ORD100267,M001,275,14,0.294,0,0.896,0.482,0.381,0.04,0,0,1.24,2067.21,apparel,1
ORD100268,M001,191,7,0.267,1,0.661,0.234,0.236,0.02,0,0,14.48,5718.17,beauty,0
ORD100269,M003,70,5,0.437,1,0.489,0.002,0.261,0.31,0,0,0.3,1125.88,electronics,0
ORD100270,M001,981,5,0.291,0,0.615,0.192,0.31,0.007,0,0,16.21,985.53,electronics,0
ORD100271,M001,242,7,0.287,0,0.313,0.142,0.327,0.186,0,0,16.06,338.1,footwear,0
ORD100272,M001,130,10,0.167,0,0.355,0.576,0.302,0.095,0,0,9.63,6948.23,apparel,0
ORD100273,M002,650,4,0.354,1,0.157,0.056,0.218,0.057,0,0,4.27,1909.59,electronics,1
ORD100274,M001,394,6,0.279,0,0.091,0.282,0.166,0.031,0,0,7.68,985.43,apparel,0
ORD100275,M003,39,7,0.408,2,0.307,0.898,0.418,0.072,0,0,11.73,2874.44,footwear,0
ORD100276,M001,540,7,0.317,0,0.268,0.243,0.036,0.003,0,0,7.24,2760.79,footwear,0
ORD100277,M003,304,8,0.207,1,0.173,0.28,0.122,0.037,0,0,11.06,2989.7,home,0
ORD100278,M001,59,12,0.36,0,0.504,0.204,0.047,0.033,0,0,4.22,2493.99,apparel,0
ORD100279,M002,862,10,0.621,0,0.218,0.341,0.491,0.056,0,0,2.18,2529.31,apparel,1
ORD100280,M001,1143,5,0.275,0,0.399,0.335,0.42,0.356,0,0,2.95,619.97,footwear,0
ORD100281,M002,45,6,0.373,0,0.613,0.383,0.204,0.026,0,0,1.24,1282.08,beauty,0
ORD100282,M001,22,6,0.129,0,0.439,0.267,0.191,0.012,0,0,15.24,2567.37,electronics,0
ORD100283,M001,97,7,0.031,1,0.159,0.165,0.109,0.065,0,1,2.14,823.36,apparel,0
ORD100284,M001,99,6,0.549,0,0.35,0.165,0.352,0.248,0,0,6.03,3667.19,footwear,0
ORD100285,M001,446,7,0.092,1,0.21,0.286,0.099,0.125,0,0,0.31,1859.73,electronics,0
ORD100286,M002,603,9,0.096,1,0.711,0.216,0.143,0.059,0,0,11.32,2222.56,beauty,0
ORD100287,M001,449,7,0.232,0,0.222,0.235,0.181,0.041,0,0,3.45,872.59,home,0
ORD100288,M001,310,7,0.567,2,0.34,0.065,0.089,0.179,0,0,3.51,2471.53,home,0
ORD100289,M001,250,13,0.563,0,0.203,0.32,0.37,0.2,0,1,5.67,1467.28,electronics,0
ORD100290,M001,782,10,0.152,0,0.367,0.404,0.028,0.016,0,0,0.2,1932.61,footwear,0
ORD100291,M001,370,10,0.208,0,0.498,0.505,0.242,0.019,0,0,6.7,849.08,home,0
ORD100292,M001,270,7,0.593,1,0.399,0.574,0.263,0.347,0,0,3.4,1702.55,electronics,0
ORD100293,M003,259,11,0.188,1,0.346,0.245,0.147,0.076,0,0,3.57,597.77,apparel,0
ORD100294,M001,262,5,0.374,0,0.168,0.277,0.195,0.131,1,0,3.1,3239.65,apparel,0
ORD100295,M001,440,10,0.324,0,0.069,0.352,0.243,0.046,0,0,1.42,780.7,electronics,0
ORD100296,M002,1444,11,0.159,1,0.118,0.218,0.095,0.063,1,0,23.09,403.76,home,0
ORD100297,M001,473,13,0.386,0,0.496,0.148,0.053,0.026,0,0,6.69,1439.36,electronics,0
ORD100298,M001,149,8,0.33,0,0.156,0.113,0.08,0.111,0,0,7.52,836.67,home,0
ORD100299,M002,181,9,0.202,0,0.331,0.197,0.337,0.077,0,0,2.81,1578.39,beauty,0
ORD100300,M001,64,7,0.454,2,0.163,0.25,0.163,0.01,0,0,1.28,1088.42,home,1
ORD100301,M002,86,9,0.418,0,0.37,0.388,0.356,0.015,0,0,0.63,414.35,footwear,0
ORD100302,M002,99,5,0.26,1,0.455,0.331,0.897,0.065,0,1,2.41,598.0,footwear,1
ORD100303,M001,1035,10,0.166,0,0.445,0.142,0.708,0.276,0,0,0.4,661.86,footwear,1
ORD100304,M003,122,5,0.201,0,0.152,0.221,0.38,0.071,0,0,9.46,1216.84,electronics,0
ORD100305,M001,358,5,0.389,0,0.472,0.116,0.71,0.007,0,0,9.76,979.01,electronics,0
ORD100306,M001,91,7,0.644,1,0.438,0.325,0.58,0.107,0,0,2.03,1215.68,home,1
ORD100307,M002,34,6,0.281,0,0.395,0.512,0.195,0.042,0,0,7.96,1181.45,apparel,0
ORD100308,M001,667,6,0.339,2,0.178,0.442,0.289,0.078,0,0,1.62,1398.41,home,0
ORD100309,M001,274,3,0.329,1,0.214,0.187,0.203,0.092,0,0,11.51,1711.77,apparel,0
ORD100310,M003,26,7,0.396,1,0.712,0.659,0.105,0.073,0,0,5.96,445.76,apparel,1
ORD100311,M002,100,9,0.38,1,0.225,0.514,0.024,0.186,0,1,1.4,5192.98,footwear,0
ORD100312,M002,251,7,0.168,0,0.52,0.058,0.412,0.076,0,0,2.17,2000.1,electronics,0
ORD100313,M001,386,7,0.352,0,0.363,0.432,0.371,0.001,0,0,11.04,650.1,apparel,0
ORD100314,M001,444,10,0.258,0,0.419,0.083,0.016,0.029,0,0,1.33,446.04,footwear,0
ORD100315,M003,47,12,0.23,0,0.128,0.387,0.46,0.138,0,0,7.72,1656.18,apparel,0
ORD100316,M003,333,9,0.716,0,0.082,0.016,0.084,0.016,0,0,16.96,3383.06,electronics,0
ORD100317,M002,317,12,0.236,1,0.629,0.432,0.589,0.03,0,1,0.39,1423.04,apparel,1
ORD100318,M002,4,2,0.179,0,0.31,0.226,0.23,0.009,0,0,3.76,1815.39,home,0
ORD100319,M002,1584,12,0.107,0,0.539,0.228,0.479,0.121,0,1,4.57,608.18,electronics,0
ORD100320,M003,211,5,0.467,0,0.284,0.239,0.061,0.104,0,0,1.17,435.19,footwear,1
ORD100321,M003,96,5,0.291,0,0.082,0.55,0.379,0.022,0,0,1.67,1210.33,beauty,0
ORD100322,M002,282,14,0.275,1,0.161,0.079,0.404,0.018,0,0,16.77,1287.41,apparel,0
ORD100323,M001,341,6,0.275,1,0.663,0.264,0.389,0.019,0,0,11.5,1250.79,home,0
ORD100324,M001,81,6,0.191,1,0.129,0.126,0.328,0.001,0,0,1.45,364.96,electronics,0
ORD100325,M001,50,7,0.496,0,0.072,0.163,0.234,0.062,0,0,7.57,2249.06,apparel,0
ORD100326,M003,625,5,0.164,0,0.24,0.143,0.209,0.059,0,0,9.62,1268.89,apparel,0
ORD100327,M002,32,8,0.708,0,0.434,0.076,0.09,0.014,0,0,1.48,777.73,home,0
ORD100328,M001,908,8,0.283,2,0.437,0.214,0.281,0.034,0,0,2.65,930.79,beauty,0
ORD100329,M001,918,8,0.611,0,0.219,0.318,0.127,0.114,0,0,15.66,1074.85,home,0
ORD100330,M001,47,9,0.547,0,0.233,0.341,0.077,0.04,0,0,1.73,711.17,electronics,0
ORD100331,M001,26,5,0.274,1,0.694,0.629,0.59,0.188,0,0,8.39,634.77,beauty,0
ORD100332,M001,418,11,0.114,1,0.253,0.346,0.354,0.167,0,0,29.02,1137.84,apparel,0
ORD100333,M003,165,8,0.06,0,0.491,0.229,0.211,0.147,0,0,14.02,2508.07,footwear,0
ORD100334,M002,327,6,0.557,1,0.173,0.1,0.348,0.144,0,0,0.44,7058.58,footwear,0
ORD100335,M001,233,14,0.347,0,0.253,0.175,0.189,0.174,0,1,11.9,742.35,footwear,0
ORD100336,M002,71,11,0.376,0,0.412,0.107,0.028,0.02,0,0,4.8,482.7,home,0
ORD100337,M001,618,6,0.801,2,0.726,0.391,0.453,0.001,0,0,1.64,259.69,electronics,1
ORD100338,M002,114,7,0.61,0,0.2,0.708,0.254,0.452,0,0,1.01,2052.93,electronics,1
ORD100339,M002,910,6,0.205,1,0.246,0.041,0.227,0.015,0,0,1.68,2767.24,electronics,1
ORD100340,M001,428,12,0.306,1,0.431,0.069,0.327,0.113,0,0,5.38,979.24,home,0
ORD100341,M001,406,3,0.533,0,0.133,0.227,0.541,0.053,0,0,5.2,2430.08,beauty,0
ORD100342,M002,619,8,0.169,0,0.785,0.29,0.074,0.012,0,0,3.12,1238.6,home,0
ORD100343,M003,282,9,0.041,0,0.28,0.225,0.045,0.023,0,0,1.17,433.86,home,0
ORD100344,M001,2223,7,0.681,1,0.216,0.62,0.059,0.015,0,0,1.72,1181.04,footwear,0
ORD100345,M001,64,3,0.086,0,0.349,0.268,0.182,0.126,0,1,5.53,810.51,footwear,0
ORD100346,M002,485,8,0.25,0,0.297,0.202,0.266,0.046,1,0,0.87,1863.64,apparel,0
ORD100347,M002,808,7,0.453,0,0.228,0.127,0.16,0.022,0,0,1.68,512.23,apparel,0
ORD100348,M001,234,10,0.393,1,0.022,0.052,0.05,0.192,0,0,4.35,1450.29,apparel,1
ORD100349,M001,47,10,0.196,0,0.496,0.395,0.038,0.016,0,0,3.83,1420.23,home,0
ORD100350,M001,135,12,0.546,0,0.102,0.371,0.089,0.168,0,1,10.17,376.99,electronics,0
ORD100351,M001,1622,13,0.196,0,0.787,0.235,0.083,0.022,0,0,5.34,5973.37,apparel,1
ORD100352,M001,185,13,0.466,0,0.115,0.49,0.244,0.087,1,0,5.67,1931.3,apparel,1
ORD100353,M001,574,10,0.796,0,0.332,0.146,0.429,0.186,0,0,20.45,697.64,apparel,0
ORD100354,M003,42,13,0.192,1,0.484,0.565,0.484,0.078,0,0,2.67,1524.48,footwear,1
ORD100355,M001,634,3,0.522,0,0.428,0.348,0.22,0.052,0,0,4.52,3723.89,footwear,0
ORD100356,M002,75,7,0.48,1,0.172,0.243,0.217,0.012,0,0,7.42,1099.21,footwear,0
ORD100357,M001,142,11,0.627,0,0.211,0.072,0.563,0.001,0,0,0.36,724.35,apparel,0
ORD100358,M001,37,13,0.434,0,0.516,0.249,0.327,0.04,0,0,5.99,1504.14,footwear,0
ORD100359,M003,53,4,0.328,0,0.416,0.248,0.222,0.031,0,0,4.07,1227.11,apparel,0
ORD100360,M002,44,3,0.162,0,0.072,0.595,0.075,0.002,0,0,2.38,1058.35,apparel,0
ORD100361,M001,2,9,0.158,0,0.522,0.293,0.681,0.006,0,0,9.05,3091.43,home,0
ORD100362,M002,671,10,0.098,0,0.769,0.075,0.178,0.054,0,0,1.62,2191.2,electronics,0
ORD100363,M002,493,6,0.169,1,0.377,0.199,0.108,0.013,0,0,3.65,1087.29,apparel,0
ORD100364,M002,90,10,0.185,0,0.299,0.421,0.116,0.096,0,0,6.72,1208.2,apparel,0
ORD100365,M001,602,9,0.273,0,0.916,0.205,0.5,0.023,0,0,2.11,466.33,home,0
ORD100366,M002,85,7,0.27,1,0.158,0.353,0.246,0.014,0,0,5.38,1063.45,apparel,0
ORD100367,M003,41,4,0.296,0,0.045,0.584,0.16,0.088,0,0,1.97,1118.56,home,0
ORD100368,M001,1227,3,0.736,0,0.612,0.193,0.166,0.495,0,0,0.96,2220.63,beauty,1
ORD100369,M001,120,13,0.136,0,0.44,0.242,0.089,0.01,0,0,8.49,10975.16,electronics,0
ORD100370,M002,57,8,0.347,0,0.114,0.331,0.147,0.188,0,0,7.44,719.68,footwear,0
ORD100371,M003,152,9,0.174,0,0.264,0.215,0.318,0.073,0,0,14.27,409.8,electronics,0
ORD100372,M003,7,10,0.33,0,0.221,0.133,0.072,0.06,0,0,5.11,2071.57,apparel,0
ORD100373,M002,166,7,0.567,1,0.21,0.076,0.364,0.092,0,0,7.04,5252.03,apparel,0
ORD100374,M001,246,9,0.515,2,0.244,0.661,0.126,0.088,0,0,14.39,1213.28,electronics,0
ORD100375,M002,167,7,0.447,0,0.308,0.221,0.3,0.174,0,0,0.25,5069.16,home,0
ORD100376,M003,552,10,0.467,0,0.179,0.58,0.287,0.194,0,0,3.01,3098.78,apparel,0
ORD100377,M003,198,7,0.552,1,0.263,0.407,0.104,0.024,0,0,0.38,4575.73,beauty,0
ORD100378,M001,1403,12,0.229,1,0.39,0.121,0.484,0.092,0,0,1.67,728.36,electronics,0
ORD100379,M001,339,7,0.306,0,0.457,0.471,0.145,0.08,0,0,0.12,1689.36,apparel,0
ORD100380,M003,93,9,0.445,1,0.252,0.22,0.187,0.038,0,0,1.1,734.42,footwear,0
ORD100381,M002,609,14,0.201,1,0.268,0.087,0.486,0.269,0,0,2.2,620.78,home,0
ORD100382,M003,1170,8,0.073,1,0.318,0.264,0.248,0.107,0,0,9.23,2732.76,home,0
ORD100383,M001,77,9,0.404,2,0.523,0.701,0.245,0.017,0,0,3.3,460.01,electronics,1
ORD100384,M001,493,5,0.7,0,0.526,0.302,0.281,0.034,0,0,1.83,4635.86,electronics,0
ORD100385,M002,1007,7,0.121,0,0.418,0.363,0.127,0.051,1,0,16.43,849.02,apparel,0
ORD100386,M003,283,10,0.176,0,0.105,0.161,0.27,0.321,0,0,0.03,1643.67,apparel,0
ORD100387,M002,152,7,0.19,1,0.223,0.077,0.052,0.034,1,0,2.67,412.96,apparel,0
ORD100388,M001,171,7,0.221,1,0.189,0.223,0.023,0.032,0,0,9.37,432.41,electronics,0
ORD100389,M001,680,9,0.55,0,0.037,0.06,0.45,0.024,0,0,3.79,3352.46,footwear,0
ORD100390,M003,1283,5,0.29,0,0.453,0.151,0.144,0.011,0,0,12.47,1020.78,footwear,0
ORD100391,M003,134,13,0.195,0,0.328,0.155,0.119,0.068,0,0,2.82,4784.1,electronics,0
ORD100392,M001,424,7,0.469,0,0.138,0.089,0.322,0.013,0,0,8.34,179.52,apparel,0
ORD100393,M002,407,5,0.185,0,0.358,0.229,0.094,0.063,0,0,13.48,428.08,apparel,0
ORD100394,M003,259,4,0.357,0,0.648,0.616,0.037,0.04,0,0,8.89,1152.15,apparel,0
ORD100395,M002,694,10,0.105,0,0.559,0.317,0.362,0.117,0,0,1.57,2688.67,footwear,0
ORD100396,M001,1039,13,0.309,0,0.372,0.276,0.302,0.024,0,0,1.56,931.41,home,1
ORD100397,M003,2437,9,0.105,0,0.024,0.09,0.072,0.05,0,0,2.62,1276.84,beauty,0
ORD100398,M002,843,6,0.362,0,0.335,0.381,0.145,0.065,0,0,0.38,1208.64,electronics,0
ORD100399,M003,404,8,0.46,1,0.293,0.24,0.101,0.126,1,0,2.16,5296.02,home,0
ORD100400,M001,224,10,0.505,0,0.692,0.301,0.656,0.132,0,0,4.02,2968.98,apparel,1
ORD100401,M003,112,3,0.137,0,0.38,0.298,0.244,0.196,0,0,0.67,2638.19,electronics,0
ORD100402,M001,174,5,0.589,1,0.24,0.395,0.649,0.226,0,1,0.91,2718.8,electronics,1
ORD100403,M001,126,5,0.211,0,0.2,0.417,0.102,0.039,0,0,17.8,3033.81,apparel,0
ORD100404,M001,596,14,0.189,2,0.024,0.246,0.087,0.014,0,0,1.24,1755.26,beauty,0
ORD100405,M003,62,8,0.506,1,0.263,0.368,0.64,0.028,0,0,11.16,1632.73,footwear,0
ORD100406,M001,290,15,0.759,0,0.309,0.282,0.163,0.064,0,0,0.13,959.38,electronics,1
ORD100407,M002,43,10,0.224,0,0.592,0.256,0.115,0.117,0,0,4.69,672.54,electronics,0
ORD100408,M001,945,9,0.822,1,0.351,0.704,0.65,0.034,0,0,1.86,566.64,footwear,1
ORD100409,M002,198,6,0.137,1,0.554,0.049,0.183,0.06,0,0,1.89,4778.55,footwear,0
ORD100410,M003,1076,12,0.263,0,0.232,0.267,0.278,0.157,0,0,0.86,2599.92,apparel,0
ORD100411,M003,247,8,0.31,0,0.058,0.314,0.37,0.002,0,0,7.22,921.36,home,0
ORD100412,M002,49,9,0.491,0,0.564,0.204,0.168,0.013,0,0,3.3,588.37,electronics,0
ORD100413,M003,145,6,0.335,2,0.408,0.521,0.369,0.233,0,0,4.04,1693.03,footwear,1
ORD100414,M001,40,4,0.572,0,0.208,0.442,0.104,0.003,0,0,5.05,1855.81,home,0
ORD100415,M001,204,7,0.328,0,0.465,0.393,0.021,0.066,0,0,2.2,447.76,apparel,0
ORD100416,M003,94,6,0.255,1,0.292,0.322,0.11,0.08,0,0,0.96,1318.17,apparel,0
ORD100417,M002,557,7,0.304,0,0.326,0.15,0.42,0.014,0,0,1.92,3649.63,home,0
ORD100418,M003,630,9,0.302,1,0.441,0.499,0.653,0.071,0,0,4.84,1784.06,beauty,1
ORD100419,M003,146,6,0.59,0,0.858,0.448,0.797,0.004,0,1,10.39,805.93,footwear,1
ORD100420,M001,146,2,0.512,0,0.526,0.142,0.515,0.001,0,0,0.01,9392.12,footwear,0
ORD100421,M002,282,6,0.513,1,0.388,0.301,0.398,0.177,1,0,3.23,863.39,apparel,1
ORD100422,M002,56,8,0.067,0,0.402,0.345,0.353,0.079,0,0,3.7,904.5,home,0
ORD100423,M003,80,6,0.386,0,0.333,0.431,0.124,0.121,0,0,42.43,239.67,beauty,0
ORD100424,M003,396,5,0.406,0,0.194,0.125,0.176,0.08,0,0,0.85,1059.59,footwear,0
ORD100425,M003,468,8,0.22,0,0.398,0.131,0.125,0.03,0,0,0.02,3668.25,home,0
ORD100426,M003,115,7,0.274,0,0.359,0.573,0.725,0.158,0,0,0.95,6492.97,home,1
ORD100427,M003,16,9,0.527,1,0.322,0.181,0.106,0.115,0,0,2.11,1929.02,apparel,1
ORD100428,M003,258,10,0.065,0,0.424,0.608,0.179,0.182,1,0,6.22,3118.58,footwear,0
ORD100429,M003,1143,8,0.286,3,0.389,0.627,0.351,0.09,0,1,10.05,2553.09,footwear,1
ORD100430,M002,52,7,0.146,0,0.5,0.075,0.336,0.067,0,0,6.96,968.21,apparel,0
ORD100431,M003,1156,8,0.21,0,0.438,0.349,0.223,0.037,0,0,2.19,920.1,footwear,0
ORD100432,M003,1092,5,0.097,1,0.572,0.221,0.303,0.04,0,0,9.87,1357.86,electronics,0
ORD100433,M003,64,6,0.116,1,0.215,0.318,0.223,0.031,0,0,0.8,3690.58,apparel,0
ORD100434,M001,614,2,0.127,0,0.55,0.165,0.269,0.128,0,0,13.03,2176.18,beauty,0
ORD100435,M001,88,9,0.376,2,0.399,0.171,0.145,0.014,0,0,0.39,1064.36,apparel,0
ORD100436,M002,368,8,0.251,0,0.267,0.135,0.095,0.026,0,0,3.13,1165.71,beauty,0
ORD100437,M001,322,10,0.423,1,0.738,0.531,0.252,0.08,0,0,1.55,485.71,footwear,1
ORD100438,M003,345,1,0.453,0,0.387,0.065,0.205,0.087,0,0,2.69,479.4,apparel,0
ORD100439,M001,1180,5,0.216,0,0.444,0.072,0.286,0.026,0,0,13.02,241.6,beauty,0
ORD100440,M003,282,7,0.225,0,0.16,0.183,0.17,0.097,0,0,18.19,1101.8,electronics,0
ORD100441,M003,830,11,0.747,0,0.266,0.129,0.414,0.08,0,0,0.07,985.15,electronics,0
ORD100442,M001,143,7,0.152,1,0.218,0.223,0.199,0.002,0,1,4.44,351.93,home,0
ORD100443,M002,310,9,0.427,0,0.548,0.335,0.236,0.039,0,0,7.68,1418.92,beauty,0
ORD100444,M001,412,5,0.216,0,0.095,0.276,0.372,0.014,0,0,5.09,513.41,electronics,0
ORD100445,M001,1096,7,0.203,0,0.539,0.138,0.168,0.121,0,0,6.06,3778.08,electronics,0
ORD100446,M001,25,9,0.183,0,0.716,0.237,0.036,0.071,0,0,9.18,452.43,electronics,0
ORD100447,M003,184,6,0.653,2,0.807,0.171,0.376,0.25,0,1,3.87,2019.36,electronics,1
ORD100448,M001,49,9,0.4,1,0.425,0.579,0.049,0.067,0,0,4.57,608.8,apparel,0
ORD100449,M001,41,5,0.485,3,0.672,0.214,0.392,0.1,1,1,3.84,3170.6,home,1
ORD100450,M001,353,13,0.202,0,0.103,0.482,0.634,0.014,0,0,3.42,1430.16,home,0
ORD100451,M001,982,11,0.024,2,0.48,0.119,0.484,0.004,0,0,13.07,1306.31,electronics,0
ORD100452,M003,267,9,0.797,2,0.473,0.257,0.378,0.027,0,0,11.06,998.32,electronics,0
ORD100453,M002,187,7,0.423,0,0.194,0.104,0.133,0.004,0,0,6.38,2131.76,footwear,0
ORD100454,M003,288,9,0.481,2,0.461,0.225,0.124,0.134,1,0,4.64,894.33,apparel,0
ORD100455,M002,398,9,0.362,1,0.369,0.06,0.235,0.068,0,0,4.92,1143.46,beauty,1
ORD100456,M001,691,5,0.224,0,0.307,0.123,0.105,0.037,0,1,2.93,1239.81,apparel,0
ORD100457,M003,101,9,0.16,1,0.211,0.47,0.1,0.009,0,0,1.91,615.15,home,0
ORD100458,M002,127,10,0.318,0,0.015,0.235,0.18,0.03,0,0,13.97,1873.21,apparel,0
ORD100459,M002,58,8,0.22,0,0.156,0.194,0.165,0.011,0,1,22.41,1797.46,electronics,0
ORD100460,M001,30,5,0.577,1,0.551,0.159,0.476,0.079,0,1,3.28,2310.87,apparel,1
ORD100461,M001,471,9,0.085,0,0.339,0.128,0.195,0.068,0,0,0.88,1926.43,home,0
ORD100462,M001,155,11,0.261,0,0.202,0.29,0.467,0.018,0,0,0.05,982.03,beauty,0
ORD100463,M001,959,6,0.113,0,0.333,0.11,0.315,0.077,0,0,1.08,2271.0,apparel,0
ORD100464,M001,154,9,0.117,0,0.187,0.281,0.403,0.027,0,0,6.81,1708.62,apparel,0
ORD100465,M002,1604,11,0.561,0,0.019,0.091,0.067,0.078,0,0,0.08,198.45,apparel,0
ORD100466,M001,146,8,0.105,0,0.084,0.483,0.304,0.017,0,0,12.76,3807.63,apparel,0
ORD100467,M003,309,5,0.17,1,0.398,0.544,0.405,0.308,0,0,5.26,2340.45,apparel,1
ORD100468,M001,913,7,0.177,0,0.358,0.072,0.245,0.083,0,0,0.01,2103.58,electronics,0
ORD100469,M002,213,10,0.62,1,0.184,0.345,0.307,0.173,0,0,2.31,1736.78,home,1
ORD100470,M001,1213,6,0.275,1,0.291,0.076,0.276,0.03,0,0,0.65,2421.69,footwear,0
ORD100471,M002,90,5,0.467,2,0.462,0.773,0.041,0.14,1,0,0.17,612.62,home,1
ORD100472,M003,238,9,0.22,0,0.759,0.416,0.284,0.05,0,0,23.49,1565.97,apparel,0
ORD100473,M001,86,8,0.498,0,0.197,0.219,0.292,0.143,0,0,0.78,1244.86,apparel,0
ORD100474,M001,445,9,0.256,0,0.31,0.323,0.298,0.068,0,0,0.09,2281.01,electronics,0
ORD100475,M001,444,6,0.356,2,0.34,0.018,0.336,0.156,0,0,1.49,1470.24,home,0
ORD100476,M001,155,7,0.615,1,0.528,0.142,0.064,0.009,0,0,2.1,1296.52,home,0
ORD100477,M002,223,6,0.31,0,0.355,0.057,0.156,0.098,0,0,10.5,2076.27,footwear,0
ORD100478,M001,1220,9,0.182,1,0.394,0.452,0.116,0.196,0,0,11.51,3267.03,footwear,0
ORD100479,M003,218,7,0.086,0,0.271,0.678,0.359,0.034,0,0,0.7,4081.78,apparel,0
ORD100480,M003,429,8,0.308,0,0.31,0.452,0.178,0.169,0,0,6.84,1134.2,apparel,0
ORD100481,M003,970,6,0.521,1,0.66,0.1,0.058,0.186,0,0,0.39,3085.56,electronics,1
ORD100482,M002,434,8,0.302,0,0.193,0.216,0.621,0.021,0,0,10.19,521.45,apparel,0
ORD100483,M001,487,9,0.367,0,0.235,0.082,0.259,0.034,0,0,15.94,1015.55,electronics,0
ORD100484,M001,1049,4,0.297,0,0.055,0.418,0.278,0.097,0,0,7.35,1134.4,electronics,0
ORD100485,M001,108,7,0.449,0,0.316,0.431,0.271,0.122,0,0,22.15,2010.23,apparel,0
ORD100486,M003,544,14,0.181,0,0.19,0.366,0.135,0.343,0,0,4.14,3812.75,home,0
ORD100487,M003,31,12,0.323,1,0.244,0.267,0.123,0.015,0,0,8.61,3019.12,apparel,0
ORD100488,M001,73,6,0.133,0,0.438,0.499,0.761,0.402,0,0,9.41,2029.13,apparel,1
ORD100489,M001,478,7,0.229,0,0.151,0.313,0.385,0.007,0,0,0.74,441.5,footwear,0
ORD100490,M002,111,7,0.276,0,0.486,0.06,0.391,0.083,0,0,0.28,6640.76,apparel,0
ORD100491,M003,112,14,0.545,1,0.29,0.16,0.178,0.005,0,0,0.17,3465.71,apparel,0
ORD100492,M002,164,5,0.342,0,0.216,0.354,0.452,0.006,0,1,8.78,459.22,home,0
ORD100493,M001,165,5,0.106,0,0.152,0.492,0.185,0.144,0,0,1.43,619.02,home,0
ORD100494,M002,76,6,0.172,0,0.162,0.615,0.498,0.028,0,0,1.03,2222.89,apparel,0
ORD100495,M003,116,9,0.075,1,0.365,0.204,0.177,0.132,0,0,1.88,3537.63,footwear,0
ORD100496,M001,443,8,0.287,0,0.541,0.114,0.148,0.047,1,0,5.58,2754.64,electronics,0
ORD100497,M002,428,8,0.096,0,0.25,0.502,0.025,0.052,0,0,3.32,8835.26,home,0
ORD100498,M001,12,5,0.407,0,0.336,0.361,0.5,0.156,0,0,11.84,734.18,home,0
ORD100499,M001,82,12,0.432,0,0.437,0.06,0.19,0.01,0,0,1.4,4357.57,home,0
ORD100500,M003,379,4,0.193,0,0.132,0.059,0.236,0.118,0,0,3.16,1495.19,home,0
ORD100501,M001,345,6,0.366,1,0.675,0.2,0.386,0.222,0,0,1.82,2211.3,apparel,0
ORD100502,M001,79,8,0.463,1,0.36,0.3,0.193,0.012,0,0,5.64,1827.71,apparel,0
ORD100503,M003,189,4,0.199,0,0.097,0.377,0.17,0.047,0,1,18.28,1609.38,apparel,0
ORD100504,M001,195,7,0.256,2,0.462,0.497,0.444,0.067,0,0,1.91,914.54,apparel,1
ORD100505,M002,882,11,0.244,0,0.152,0.234,0.113,0.031,0,0,1.96,1965.27,apparel,0
ORD100506,M001,385,10,0.454,1,0.334,0.387,0.148,0.112,0,0,4.98,623.24,apparel,0
ORD100507,M003,566,5,0.12,0,0.13,0.043,0.237,0.071,0,0,7.55,1226.85,footwear,0
ORD100508,M001,542,6,0.533,0,0.079,0.062,0.224,0.022,0,0,3.11,686.93,apparel,0
ORD100509,M001,215,7,0.636,0,0.17,0.254,0.211,0.047,0,0,1.65,545.84,electronics,0
ORD100510,M002,79,8,0.237,1,0.322,0.45,0.277,0.008,0,0,0.02,2746.75,apparel,0
ORD100511,M002,146,9,0.481,1,0.358,0.689,0.409,0.04,0,0,4.07,644.32,beauty,1
ORD100512,M001,89,5,0.233,1,0.183,0.111,0.05,0.088,0,0,4.33,2255.68,footwear,0
ORD100513,M001,268,7,0.128,1,0.263,0.066,0.181,0.008,0,0,5.01,1339.31,home,1
ORD100514,M001,577,11,0.348,2,0.376,0.564,0.142,0.041,0,0,2.12,569.03,electronics,1
ORD100515,M002,6,12,0.142,0,0.504,0.25,0.167,0.031,0,0,5.03,1353.49,footwear,0
ORD100516,M001,157,6,0.276,0,0.052,0.282,0.322,0.117,0,0,3.08,2108.03,apparel,0
